ID,Timestamp,Keywords,Account handle,Account name,AccountType,Joined,Tweet,Tweet Translated,Robredo,Marcos,Pacquiao,Tweet Type,DatePosted,Content type,Likes,Replies,Retweets,Rating,Tokenizing & Stop Words Removal,Stemmed,Lemmatized
41-57,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@roque_archie,archie roque,Anonymous,09/15,"@up_kyla Yup koko may vote buying talaga, pero sa mga lokal position like governors at mayors, pero sa presidente wla. Kung meron man tanong mo kay pacman at leni . Bka sila ang namili ng boto.","yup koko there's really vote buying, but for local positions like governors and mayors, not for the presidency. if there is, ask pacman and leni. they might be the ones buying votes.",1,0,1,"Text, Reply",19/05/22 11:01,"Rational, Emotional",1,0,0,"UNPROVEN, FALSE",yup koko theres really vote buying local positions like governors mayors presidency ask pacman leni might ones buying votes,"['yup', 'koko', 'there', 'realli', 'vote', 'buy', 'local', 'posit', 'like', 'governor', 'mayor', 'presid', 'ask', 'pacman', 'leni', 'might', 'one', 'buy', 'vote']","['yup', 'koko', 'there', 'really', 'vote', 'buying', 'local', 'position', 'like', 'governor', 'mayor', 'presidency', 'ask', 'pacman', 'leni', 'might', 'one', 'buying', 'vote']"
41-58,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@babolat66,babolat@2020,Anonymous,07/20,@attymeltweet VOTE BUYING PO ATTY @attymeltweet SAMPLE PO SA SAMAR(west) 12k -20k per head totoo po ito.Kaya kung papansinin nyo ang boto ni bbm/sara vs vp leni-kiko ang layo ng agwat.....,"vote buying attorney sample in samar (west) 12k-20k per head, this is true. so if you pay attention to the votes for bbm/sara vs vp leni-kiko, you'll see a significant difference...",0,1,0,"Text, Reply",18/05/22 23:00,"Rational, Emotional",0,1,0,MISLEADING,vote buying attorney sample samar westconfusion 12k20k per head true pay attention votes bbmsara vs vp lenikiko youll see significant difference,"['vote', 'buy', 'attorney', 'sampl', 'samar', 'westconfus', '12k20k', 'per', 'head', 'true', 'pay', 'attent', 'vote', 'bbmsara', 'vs', 'vp', 'lenikiko', 'youll', 'see', 'signific', 'differ']","['vote', 'buying', 'attorney', 'sample', 'samar', 'westconfusion', '12k20k', 'per', 'head', 'true', 'pay', 'attention', 'vote', 'bbmsara', 'v', 'vp', 'lenikiko', 'youll', 'see', 'significant', 'difference']"
41-59,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@LeeGarc43328008,Lee Garcia,Anonymous,01/22,"@iconfessbaby @PhilstarNews Bakit SA Marcos- Duterte mo isisisi Yan, bakit sure Ka na SA Kanila yan.g vote buying na Yan?.. porket sila ang nanalo??? Pwede Naman SA Leni-kiko Yan ah Kasi alam nilang matatalo sila Kaya namili sila Ng boto kaso SA kasamaang palad talo pa din sila, or pwede din SA senadors!","why do you attribute that to marcos-duterte, why are you so sure it's them doing the vote buying? just because they won??? it could also be for leni-kiko, because they knew they would lose, so they bought votes, but unfortunately, they still lost, or it could be for the senators too!",1,0,0,"Text, Reply",18/05/22 13:12,Emotional,0,1,0,UNPROVEN,attribute marcosduterte sure vote buying could also lenikiko knew would lose bought votes unfortunately still lost could senators,"['attribut', 'marcosdutert', 'sure', 'vote', 'buy', 'could', 'also', 'lenikiko', 'knew', 'would', 'lose', 'bought', 'vote', 'unfortun', 'still', 'lost', 'could', 'senat']","['attribute', 'marcosduterte', 'sure', 'vote', 'buying', 'could', 'also', 'lenikiko', 'knew', 'would', 'lose', 'bought', 'vote', 'unfortunately', 'still', 'lost', 'could', 'senator']"
41-60,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Kickbutsing,Hey Yah!,Anonymous,03/16,@ramonmoon1226 @JV21082 @VergilChua Karamihan sa 31 million mga fake bbm dahil binili ang kanila boto. Massive vote buying has been reported days prior and during election.,karamihan sa 31 million mga fake bbm dahil binili ang kanila boto. massive vote buying has been reported days prior and during election.,0,1,0,"Text, Reply",18/05/22 13:01,Rational,4,6,0,UNPROVEN,karamihan sa 31 million mga fake bbm dahil binili ang kanila boto massive vote buying reported days prior election,"['karamihan', 'sa', '31', 'million', 'mga', 'fake', 'bbm', 'dahil', 'binili', 'ang', 'kanila', 'boto', 'massiv', 'vote', 'buy', 'report', 'day', 'prior', 'elect']","['karamihan', 'sa', '31', 'million', 'mga', 'fake', 'bbm', 'dahil', 'binili', 'ang', 'kanila', 'boto', 'massive', 'vote', 'buying', 'reported', 'day', 'prior', 'election']"
41-61,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@tiktiktoktok9,tiktik toktok,Anonymous,05/22,@RimMocco kaawa c vote buying company nnlo c marcos s pandarayakong hndi mandaya bka kh8 isang daang boto wlang bomoto votebuying hakot pngttkpn mo c marcos mong diplomang rectolow class n president ng pilipinas pngttwnn lng tau ng ibat ibng bnsa,"it's pitiful how the vote buying company supports marcos in his deceitful acts. maybe even if a hundred votes are cast, there won't be any voters. vote buying is just a way for you to promote your low-class marcos diplomacy, pretending to be the president of the philippines while other countries mock us.",0,1,0,"Text, Reply",16/05/22 17:09,Emotional,0,0,0,UNPROVEN,pitiful vote buying company supports marcos deceitful acts maybe even hundred votes cast wont voters vote buying way promote lowclass marcos diplomacy pretending president philippines countries mock us,"['piti', 'vote', 'buy', 'compani', 'support', 'marco', 'deceit', 'act', 'mayb', 'even', 'hundr', 'vote', 'cast', 'wont', 'voter', 'vote', 'buy', 'way', 'promot', 'lowclass', 'marco', 'diplomaci', 'pretend', 'presid', 'philippin', 'countri', 'mock', 'us']","['pitiful', 'vote', 'buying', 'company', 'support', 'marcos', 'deceitful', 'act', 'maybe', 'even', 'hundred', 'vote', 'cast', 'wont', 'voter', 'vote', 'buying', 'way', 'promote', 'lowclass', 'marcos', 'diplomacy', 'pretending', 'president', 'philippine', 'country', 'mock', 'u']"
41-62,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@tiktiktoktok9,tiktik toktok,Anonymous,05/22,@loserlean hindi mtnggp mga lbm supporters nanalo c marcos s vote buying pngttkpan ang baho ni marcos kadirikong wlang vote buying trolls comelec na planado baka hirap pa makkuha isang daang boto c marcosloser marcos,"the lbm supporters won't accept that marcos won through vote buying. they covered up marcos' dirtiness, disgusting. if it weren't for the vote buying trolls and the planned comelec, marcosloser marcos would have a hard time getting even a hundred votes.",0,1,0,"Text, Reply",16/05/22 16:55,Emotional,1,1,0,UNPROVEN,lbm supporters wont accept marcos vote buying covered marcos dirtiness disgusting werent vote buying trolls planned comelec marcosloser marcos would hard time getting even hundred votes,"['lbm', 'support', 'wont', 'accept', 'marco', 'vote', 'buy', 'cover', 'marco', 'dirti', 'disgust', 'werent', 'vote', 'buy', 'troll', 'plan', 'comelec', 'marcoslos', 'marco', 'would', 'hard', 'time', 'get', 'even', 'hundr', 'vote']","['lbm', 'supporter', 'wont', 'accept', 'marcos', 'vote', 'buying', 'covered', 'marcos', 'dirtiness', 'disgusting', 'werent', 'vote', 'buying', 'troll', 'planned', 'comelec', 'marcosloser', 'marcos', 'would', 'hard', 'time', 'getting', 'even', 'hundred', 'vote']"
41-63,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@mondie88,pistacchiolatte,Anonymous,04/20,@mermaid1422 @CarloLinga @ChairAndyBau Remember what Leni said. Ok lang na tumanggap ng pera so long na iba ang iboboto mo. Its also a clear indication that Leni accepted/acknowledge our culture of vote-buying. Un nga lang talaga talo pa rin sya sa ending.,"remember what leni said. it's okay to accept money as long as you vote for someone else. it's also a clear indication that leni accepted/acknowledged our culture of vote-buying. however, in the end, she still lost.",1,0,0,"Text, Reply",15/05/22 6:05,Rational,0,0,0,MISLEADING,remember leni said okay accept money long vote someone else also clear indication leni acceptedacknowledged culture votebuying however end still lost,"['rememb', 'leni', 'said', 'okay', 'accept', 'money', 'long', 'vote', 'someon', 'els', 'also', 'clear', 'indic', 'leni', 'acceptedacknowledg', 'cultur', 'votebuy', 'howev', 'end', 'still', 'lost']","['remember', 'leni', 'said', 'okay', 'accept', 'money', 'long', 'vote', 'someone', 'else', 'also', 'clear', 'indication', 'leni', 'acceptedacknowledged', 'culture', 'votebuying', 'however', 'end', 'still', 'lost']"
41-64,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@joonies_crab,Cacti,Anonymous,01/18,"@Lilidlacrz @AmMaliha @JohnRexEndeno @ricci_richy @ALTbatrose @COMELEC Sam, nakakita ka na ba ng lantarang vote buying? Wag kayong magmalinis, sa ground ako nagtratrabaho. Walang malinis sa mga boto sa side niyo","sam, have you ever witnessed blatant vote buying? don't act righteous, i work on the ground. there's nothing clean about the votes on your side.",0,1,0,"Text, Reply",14/05/22 22:59,Rational,0,1,0,UNPROVEN,sam ever witnessed blatant vote buying dont act righteous work ground theres nothing clean votes side,"['sam', 'ever', 'wit', 'blatant', 'vote', 'buy', 'dont', 'act', 'righteou', 'work', 'ground', 'there', 'noth', 'clean', 'vote', 'side']","['sam', 'ever', 'witnessed', 'blatant', 'vote', 'buying', 'dont', 'act', 'righteous', 'work', 'ground', 'there', 'nothing', 'clean', 'vote', 'side']"
41-65,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@DoitWil,William Arguelles,Anonymous,12/21,"@manilabulletin Also y konti lng nakita nyo! Para sabihin wala d naman maaffect sa bilang ng nangunguna, ganun ba kahit ivoid boto. Indirectly inamin mo bbm nag vote buying kaya lng d significant! Btw, y help ka ni bato 4 u 2 pass C/A as comolec comm? Y? Asking lng?","also, you only saw a few! to say it won't affect the leading candidate's count, what if a vote is voided? you indirectly admitted bbm engaged in vote buying but it's not significant! by the way, why did bato help you pass the commission on appointments as comelec commissioner? why? just asking.",0,1,0,"Text, Reply",14/05/22 21:28,Emotional,0,0,0,MISLEADING,also saw say wont affect leading candidates count vote voided indirectly admitted bbm engaged vote buying significant way bato help pass commission appointments comelec commissioner asking,"['also', 'saw', 'say', 'wont', 'affect', 'lead', 'candid', 'count', 'vote', 'void', 'indirectli', 'admit', 'bbm', 'engag', 'vote', 'buy', 'signific', 'way', 'bato', 'help', 'pass', 'commiss', 'appoint', 'comelec', 'commission', 'ask']","['also', 'saw', 'say', 'wont', 'affect', 'leading', 'candidate', 'count', 'vote', 'voided', 'indirectly', 'admitted', 'bbm', 'engaged', 'vote', 'buying', 'significant', 'way', 'bato', 'help', 'pas', 'commission', 'appointment', 'comelec', 'commissioner', 'asking']"
41-66,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@DoitWil,William Arguelles,Anonymous,12/21,"@manilabulletin Vote buying is vote buying! Criminal offense yun! Ibig sabihin palalampasin mo! Ano yun, hindi significant sa botohan? Lawyer ka o liar! Kng d kay bato, d ka maging comolec comm. At sure partisan u kay lbm! Sa disqua pa lng kita na eh!","vote buying is vote buying! that's a criminal offense! it means you'll just let it slide? what, it's not significant in the elections? are you a lawyer or a liar? if you're not impartial, you shouldn't be part of the comelec. and you're clearly a strong partisan for lbm! i can already see it from your disqualification alone!",0,1,0,"Text, Reply",14/05/22 21:08,Emotional,0,0,1,MISLEADING,vote buying vote buying thats criminal offense means youll let slide significant elections lawyer liar youre impartial shouldnt part comelec youre clearly strong partisan lbm already see disqualification alone,"['vote', 'buy', 'vote', 'buy', 'that', 'crimin', 'offens', 'mean', 'youll', 'let', 'slide', 'signific', 'elect', 'lawyer', 'liar', 'your', 'imparti', 'shouldnt', 'part', 'comelec', 'your', 'clearli', 'strong', 'partisan', 'lbm', 'alreadi', 'see', 'disqualif', 'alon']","['vote', 'buying', 'vote', 'buying', 'thats', 'criminal', 'offense', 'mean', 'youll', 'let', 'slide', 'significant', 'election', 'lawyer', 'liar', 'youre', 'impartial', 'shouldnt', 'part', 'comelec', 'youre', 'clearly', 'strong', 'partisan', 'lbm', 'already', 'see', 'disqualification', 'alone']"
41-67,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@covidasasarap,El Jay,Anonymous,06/10,@imchristan Garapalan ang vote-buying. Tapos hindi ko matanggap na 500+ precincts 0 boto ni Leni?,"vote-buying is rampant. and i can't believe that in 500+ precincts, leni got zero votes?",1,0,0,"Text, Reply",14/05/22 19:36,Rational,9,0,0,UNPROVEN,votebuying rampant cant believe 500 precincts leni got zero votes,"['votebuy', 'rampant', 'cant', 'believ', '500', 'precinct', 'leni', 'got', 'zero', 'vote']","['votebuying', 'rampant', 'cant', 'believe', '500', 'precinct', 'leni', 'got', 'zero', 'vote']"
41-68,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@kim_myeon3,L,Anonymous,12/16,@foolishcrazyru1 @Dwarrior_granny Vote buying din at nananakot din ang iba kaya wala silang choice kundi botohin siya. Alam ko talagang hindi na tayo magiging safe pero how i wish hindi umabot sa ganito ang bansa natin na katotohanan at aklat ang kalaban.,"others are also engaging in vote buying and intimidation, so people have no choice but to vote for them. i know that we won't really be safe anymore, but how i wish our country didn't reach this point where truth and justice are the enemies.",0,1,0,"Text, Reply",14/05/22 14:33,Rational,2,1,0,UNPROVEN,others also engaging vote buying intimidation people choice vote know wont really safe anymore wish country didnt reach point truth justice enemies,"['other', 'also', 'engag', 'vote', 'buy', 'intimid', 'peopl', 'choic', 'vote', 'know', 'wont', 'realli', 'safe', 'anymor', 'wish', 'countri', 'didnt', 'reach', 'point', 'truth', 'justic', 'enemi']","['others', 'also', 'engaging', 'vote', 'buying', 'intimidation', 'people', 'choice', 'vote', 'know', 'wont', 'really', 'safe', 'anymore', 'wish', 'country', 'didnt', 'reach', 'point', 'truth', 'justice', 'enemy']"
41-69,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@JenzkyInPink,Jenzky In Pink,Anonymous,12/21,"@GDagaang31 Hindi ako naniniwala...May daya yan...umpisahan na sa vote buying at gapangan ng boto, pagsasawalang kibo ng comelec sa mga nirereport na violations during elections, 1800+ na nagluluko at sirang vcm, walang SD card, at ang malala...nawawalang mga boto (0 in 500+ na precincts)","i don't believe it...there's cheating involved...it started with vote buying and stealing of votes, the comelec turning a blind eye to reported violations during elections, over 1800 malfunctioning and broken vcms, missing sd cards, and the worst part...missing votes (0 in 500+ precincts).",0,1,0,"Text, Reply",14/05/22 12:36,Rational,11,0,0,UNPROVEN,dont believe ittheres cheating involvedit started vote buying stealing votes comelec turning blind eye reported violations elections 1800 malfunctioning broken vcms missing sd cards worst partmissing votes 0 500 precinctsconfusion,"['dont', 'believ', 'itther', 'cheat', 'involvedit', 'start', 'vote', 'buy', 'steal', 'vote', 'comelec', 'turn', 'blind', 'eye', 'report', 'violat', 'elect', '1800', 'malfunct', 'broken', 'vcm', 'miss', 'sd', 'card', 'worst', 'partmiss', 'vote', '0', '500', 'precinctsconfus']","['dont', 'believe', 'ittheres', 'cheating', 'involvedit', 'started', 'vote', 'buying', 'stealing', 'vote', 'comelec', 'turning', 'blind', 'eye', 'reported', 'violation', 'election', '1800', 'malfunctioning', 'broken', 'vcms', 'missing', 'sd', 'card', 'worst', 'partmissing', 'vote', '0', '500', 'precinctsconfusion']"
41-70,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@euniceudela,e,Identified,10/11,"@Rzletoledo @KielRamos13 @ricci_richy bakit di mo sabihin sakin kung bakit kailangan naming iboto si bbm kasi puro ka batikos about dyan na parang walang kumakalt ng video kung gaano kalaki yung vote buying ng manok mo kaya may mga gantong posting. :D kung wala, just stfu.","why don't you tell me why we need to vote for bbm because all you do is criticize as if no one recorded a video showing how massive the vote buying of your candidate is, that's why there are posts like this. :d if there's none, just stfu.",0,1,0,"Text, Reply",14/05/22 12:20,"Rational, Emotional",1,1,0,UNPROVEN,dont tell need vote bbm criticize one recorded video showing massive vote buying candidate thats posts like theres none stfu,"['dont', 'tell', 'need', 'vote', 'bbm', 'critic', 'one', 'record', 'video', 'show', 'massiv', 'vote', 'buy', 'candid', 'that', 'post', 'like', 'there', 'none', 'stfu']","['dont', 'tell', 'need', 'vote', 'bbm', 'criticize', 'one', 'recorded', 'video', 'showing', 'massive', 'vote', 'buying', 'candidate', 'thats', 'post', 'like', 'there', 'none', 'stfu']"
41-71,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@CalajateJohn,JohnRigorCalajate,Identified,11/19,@imchristan Nkrating po d2 Ang vote buying smen s Singapore 5k ung Isa qnh ksma d2 pg block voting pamilya nla 5k each po kahit endi xa nkboto eh nbigyan xa dw thru GCash,the vote buying samen in singapore got here 5k one of my friends here when their family blocked voting 5k each even though he didn't vote he was given thru gcash,0,1,0,"Text, Reply",14/05/22 11:56,Rational,6,2,1,UNPROVEN,vote buying samen singapore got 5k one friends family blocked voting 5k even though n't vote given thru gcash,"['vote', 'buy', 'samen', 'singapor', 'got', '5k', 'one', 'friend', 'famili', 'block', 'vote', '5k', 'even', 'though', ""n't"", 'vote', 'given', 'thru', 'gcash']","['vote', 'buying', 'saman', 'singapore', 'got', '5k', 'one', 'friend', 'family', 'blocked', 'voting', '5k', 'even', 'though', ""n't"", 'vote', 'given', 'thru', 'gcash']"
41-72,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@ho34toji,babagrill,Anonymous,07/20,@shihtzuyam we're no fools bc hindi binili ang boto namin. kusa namin syang pinagkatiwalaan bc she deserves it. kayo diba maraming issue ng vote buying? maraming issue ng pagpapakalat ng spliced videos? maraming yt channels for negative campaigning? all for the poor ppl to side w your party.,"we are no fools because we didn't sell our vote that's why we trusted her because she deserves it, right?",0,1,0,"Text, Reply",14/05/22 10:56,"Rational, Emotional",0,0,0,UNPROVEN,"fools n't buy vote 's trusted deserves , right ?","['fool', ""n't"", 'buy', 'vote', ""'s"", 'trust', 'deserv', ',', 'right', '?']","['fool', ""n't"", 'buy', 'vote', ""'s"", 'trusted', 'deserves', ',', 'right', '?']"
41-73,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Jvc26172336Jvc,Jvc,Anonymous,02/22,@angelabeevs Actually hindi lang yan kalaban ni Maam Leni. Yun malawakang vote buying yun ang nagpatalo sa kanya. Ang majority ng botante. Binebenta na ang boto nila,"actually, maam leni's opponent is not the only one, the massive vote buying is what defeated her, the majority of the voters are selling their votes",0,1,0,"Text, Reply",14/05/22 10:48,Rational,0,0,0,UNPROVEN,"actually , maam leni 's opponent one , massive vote buying defeated , majority voters selling votes","['actual', ',', 'maam', 'leni', ""'s"", 'oppon', 'one', ',', 'massiv', 'vote', 'buy', 'defeat', ',', 'major', 'voter', 'sell', 'vote']","['actually', ',', 'maam', 'leni', ""'s"", 'opponent', 'one', ',', 'massive', 'vote', 'buying', 'defeated', ',', 'majority', 'voter', 'selling', 'vote']"
41-74,04/03/23 10:13:12,vote buying pacquiao,@LabanNgMasa,Laban ng Masa,Identified,02/21,"Senator Manny Pacquiao admitted last October 15 that he had given cash and food to those still affected by the Taal Volcano eruption last year. He claims it is not vote buying, that it is simply another â€œcharitableâ€ activity. It is, however, vote buying.",senator manny pacquiao admitted last october 15 that he had given cash and food to those still affected by the taal volcano eruption last year he claims it is not vote buying that it is simply another charitable activity it is however vote buying,0,0,1,"Text, Image",17/10/21 15:49,Rational,115,5,42,MISLEADING,senator manny pacquiao admitted last october 15 given cash food still affected taal volcano eruption last year claims vote buying simply another charitable activity however vote buying,"['senat', 'manni', 'pacquiao', 'admit', 'last', 'octob', '15', 'given', 'cash', 'food', 'still', 'affect', 'taal', 'volcano', 'erupt', 'last', 'year', 'claim', 'vote', 'buy', 'simpli', 'anoth', 'charit', 'activ', 'howev', 'vote', 'buy']","['senator', 'manny', 'pacquiao', 'admitted', 'last', 'october', '15', 'given', 'cash', 'food', 'still', 'affected', 'taal', 'volcano', 'eruption', 'last', 'year', 'claim', 'vote', 'buying', 'simply', 'another', 'charitable', 'activity', 'however', 'vote', 'buying']"
41-75,04/03/23 10:45:53,vote buying pacquiao,@lebronbryant01,ðŸ‘ FOU... FOUðŸ‘,Anonymous,08/14,Then how about checking Sen. Manny Pacquiao. He is giving away some php 1000 as a form of ayuda wherein fact you could say its A VOTE BUYING since he is running for president,then how about checking sen manny pacquiao he is giving away some php 1000 as a form of aid wherein fact you could say its a vote buying since he is running for president,0,0,1,Text,27/10/21 10:02,Rational,22,1,3,MISLEADING,checking sen manny pacquiao giving away php 1000 form aid wherein fact could say vote buying since running president,"['check', 'sen', 'manni', 'pacquiao', 'give', 'away', 'php', '1000', 'form', 'aid', 'wherein', 'fact', 'could', 'say', 'vote', 'buy', 'sinc', 'run', 'presid']","['checking', 'sen', 'manny', 'pacquiao', 'giving', 'away', 'php', '1000', 'form', 'aid', 'wherein', 'fact', 'could', 'say', 'vote', 'buying', 'since', 'running', 'president']"
41-76,04/03/23 10:52:55,vote buying pacquiao,@HamanoKyousuke,kneel,Anonymous,08/17,Heard from a friend na Pacquiao's team started vote buying na sa area nila tho so much for the baguhin ang sistema bs,heard from a friend that pacquiaos team started vote buying in their area though so much for the change the system bullshit,0,0,1,Text,25/09/21 11:38,Rational,7,2,1,MISLEADING,heard friend pacquiaos team started vote buying area tho much change system bs,"['heard', 'friend', 'pacquiao', 'team', 'start', 'vote', 'buy', 'area', 'tho', 'much', 'chang', 'system', 'bs']","['heard', 'friend', 'pacquiaos', 'team', 'started', 'vote', 'buying', 'area', 'tho', 'much', 'change', 'system', 'b']"
41-77,04/03/23 11:08:30,vote buying pacquiao,@Disisyiti,â™ˆðŸ…°ï¸LLERYðŸ‘ŠðŸ½âœŒï¸(BBMSARA),Anonymous,04/21,Vote buyingðŸ¤”,vote buying,0,0,1,"Text, Image",30/10/21 18:37,Emotional,323,103,64,MISLEADING,	vote buying,"['vote', 'buy']","	['vote', 'buying']"
41-78,04/03/23 11:20:13,vote buying pacquiao,@BataKayumanggi,Batang Kayumanggi,Anonymous,07/15,"I somehow agree. The problem is, if it's really an offense & against the law, then how come no 1 is enforcing it and apprehending those who are vote buying? There are so many videos clearly showing Imelda, Pacquiao, Revilla, etc.. giving away money elec time a.k.a. vote buying.",i somehow agree the problem is if its really an offense against the law then how come no one is enforcing it and apprehending those who are vote buying there are so many videos clearly showing imelda pacquiao revilla etc giving away money elec time aka vote buying,0,0,1,Text,28/10/21 01:42,Rational,21,0,2,MISLEADING,somehow agree problem really offense law come 1 enforcing apprehending vote buying many videos clearly showing imelda pacquiao revilla etc giving away money elec time aka vote buying,"['somehow', 'agre', 'problem', 'realli', 'offens', 'law', 'come', '1', 'enforc', 'apprehend', 'vote', 'buy', 'mani', 'video', 'clearli', 'show', 'imelda', 'pacquiao', 'revilla', 'etc', 'give', 'away', 'money', 'elec', 'time', 'aka', 'vote', 'buy']","['somehow', 'agree', 'problem', 'really', 'offense', 'law', 'come', '1', 'enforcing', 'apprehending', 'vote', 'buying', 'many', 'video', 'clearly', 'showing', 'imelda', 'pacquiao', 'revilla', 'etc', 'giving', 'away', 'money', 'elec', 'time', 'aka', 'vote', 'buying']"
41-79,04/03/23 11:31:00,vote buying pacquiao,@otso_jan,Bakit ayaw mo umangat Pilipnas?,Anonymous,02/19,Mahirap yung puro salita. Call out Manny Pacquiao because he is obviously vote buying.,it's hard to just call out manny pacquiao because he is obviously vote buying,0,0,1,Text,27/10/21 11:20,Rational,2,0,0,MISLEADING,s hard call Manny Pacquiao obviously vote buying,"[""'s"", 'hard', 'call', 'manni', 'pacquiao', 'obvious', 'vote', 'buy']","[""'s"", 'hard', 'call', 'Manny', 'Pacquiao', 'obviously', 'vote', 'buying']"
41-80,04/03/23 11:45:10,vote buying pacquiao,@magnum112272,ðŸ‡¨ðŸ‡¦SCORPIO â™ï¸ MANðŸ‡µðŸ‡­,Anonymous,10/19,Manny Pacquiao disqualified na po kos vote buying yesterday at cebu city ðŸ˜­ðŸ˜­ðŸ˜­,manny pacquiao has been disqualified for vote buying yesterday in cebu city,0,0,1,Text,31/10/21 13:48,Rational,1,0,0,MISLEADING,Manny Pacquiao disqualified vote buying yesterday Cebu City,"['manni', 'pacquiao', 'disqualifi', 'vote', 'buy', 'yesterday', 'cebu', 'citi']","['Manny', 'Pacquiao', 'disqualified', 'vote', 'buying', 'yesterday', 'Cebu', 'City']"
41-81,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Mang_Enriquez,ï£¿ Pawat ï£¿,Anonymous,05/14,"Sila yung mga asang asa sa ibibigay na pera ni BeyBiM na di nila mahita kay VP Leni dahil di naman bumibili ng boto si VP. 
  https://t.co/Yc6Q8K9sCk",they are the ones who depend on beybim's money that they can't see from vp leni because vp doesn't buy votes,0,1,0,"Text, Video",2022-05-03 11:02,Rational,1,0,0,UNPROVEN,ones depend beybim 's money ca n't see vp leni vp n't buy votes,"['one', 'depend', 'beybim', ""'s"", 'money', 'ca', ""n't"", 'see', 'vp', 'leni', 'vp', ""n't"", 'buy', 'vote']","['one', 'depend', 'beybim', ""'s"", 'money', 'ca', ""n't"", 'see', 'vp', 'leni', 'vp', ""n't"", 'buy', 'vote']"
41-82,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@BertzBertzBertz,BertzL,Anonymous,10/21,"@jvejercito Wag kayo magmalinis mga pinklawan hinde nyo lang matanggap na merong dumi ang kanilang santa. Sinungaling, magnanakaw ng boto,bumibili ng boto, sinisiraan ang sariling bansa,higit sa lahat BOBO. Kaya nga kahit anu iutis ni Bam aquino sinusunod agad kasi nga bobo.","don't clean up you pinklawans, you just can't accept that their saint is a liar, steals votes, buys votes, defames her own country, above all stupid, that's why no matter what bam aquino says, she immediately follows it because she's stupid",1,0,0,"Text, Reply",21/02/22 07:33,Emotional,0,0,0,UNPROVEN,"n't clean pinklaws , ca n't accept saint liar , steals votes , buys votes , defames country , stupid , 's matter bam aquino says , immediately follows 's stupid","[""n't"", 'clean', 'pinklaw', ',', 'ca', ""n't"", 'accept', 'saint', 'liar', ',', 'steal', 'vote', ',', 'buy', 'vote', ',', 'defam', 'countri', ',', 'stupid', ',', ""'s"", 'matter', 'bam', 'aquino', 'say', ',', 'immedi', 'follow', ""'s"", 'stupid']","[""n't"", 'clean', 'pinklaws', ',', 'ca', ""n't"", 'accept', 'saint', 'liar', ',', 'steal', 'vote', ',', 'buy', 'vote', ',', 'defames', 'country', ',', 'stupid', ',', ""'s"", 'matter', 'bam', 'aquino', 'say', ',', 'immediately', 'follows', ""'s"", 'stupid']"
